Text,Label
My identity can't be verified.,68
Can you help me check my ID?,68
I'm having problems with the ID check.,68
He won't let me check my identity.,68
This stupid system is not letting me prove my identity.,68
It won't let me prove my identity.,68
Why hasn't my ID been verified?,68
Why hasn't the app verified my identity?,68
"For identity verification, what do you need?",69
What documentation is required for identity verification?,69
How can I prove who I am?,69
Please tell me how I verify my identity.,69
What do I need for the identity check?,69
What do you demand for identity verification?,69
How can I prove I am me?,69
What do you require to verify someone's identity?,69
"If I'm getting my identity verified, what all do I need?",69
What are acceptable documents to prove my identity?,69
Where exactly the money comes from,70
I need to check my source of funds.,70
Why do I have to check my funds?,70
Where does my deposit for my source of funds come from?,70
How do I know where my funds come from?,70
What information do I need to see my source of money?,70
I need to verify my funds.,70
Can you tell me where my funds come from?,70
where did my funds come from?,70
Where do my available funds come from?,70
What is the process of checking my card?,71
Why do I need to check a supplement?,71
"I'm trying to check my top-of-the-page card, how do I do that?",71
Do I need to check my supplementary card?,71
How do I find the additional verification code?,71
Explain to me how to check the supplementary card.,71
Where can I find the top up verification code?,71
I don't see the verification code for my card transfer.,71
I can't see a verification code anywhere,71
How do I authenticate my top-up?,71
Can I use my virtual card for recurring monthly payments?,72
My virtual card doesn't work.,72
My disposable virtual card doesn't work.,72
How do I operate this virtual card?,72
"I tried to pay with my disposable virtual card earlier, but it was rejected.",72
I can't run my virtual card.,72
"Please help me, my disposable virtual card will not work well.",72
The virtual card won't work.,72
I can't get my virtual card to work.,72
This disposable virtual card is not working.,72
Do I have an option between Visa and MasterCard?,73
Can both Visa and Mastercard be received from you?,73
Visa or Mastercard?,73
I'm happy with Mastercard and I want to stay with this credit card.,73
Would you like to give me a master's card and a visa?,73
I'd like to ask for a Visa card.,73
I plan to have a Visa card,73
No matter what card I use.,73
I need a Visa card,73
Will my card be a MasterCard or a Visa?,73
Can I conduct transactions prior to identity verification?,74
Why do you have to check my identity?,74
Is there any way to circumvent the identity check?,74
My identity has not been verified. Can I use my account?,74
Why should I prove my identity?,74
Does my identity need to be verified before I can use my account?,74
What is my identification used for?,74
What is the reason for the identity check,74
Is it really necessary to verify my Identity?,74
I refuse to verify my identity.,74
I didn't get all the money I wanted from the attic.,75
Why didn't I get the right amount of money?,75
Why did the distributor give me less money than I asked for?,75
The withdrawal of funds was incorrect at the ATM.,75
"I tried to get some money and it gave me some, but not the right amount!",75
Why is my withdrawal wrong? I took $100 but only received $20.,75
The machines also make mistakes! The distributor gave me the wrong amount of money.,75
The vending machine didn't give me enough money.,75
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",75
I got $20 when I should've gotten $100,75
I withdrew money and the exchange rate seems to be wrong.,76
The exchange rate for my withdrawal was wrong.,76
"When I got money, the exchange rate applied was wrong.",76
Is it possible to use a distributor when I'm not in the country and make a withdrawal with an additional fee?,76
I have less money because of the exchange rate.,76
You applied the wrong exchange rate while I was travelling outside the country.,76
I didn't get the right exchange rate to get money.,76
The exchange rate applied was incorrect when I was travelling outside the country.,76
My withdrawal of money has the wrong exchange rate.,76
You had the wrong exchange rate for my cash withdrawal.,76
