Text,Label
I did a money transaction and the recipient doesn't see it,66
I sent some money and the account hasn't recived the transfer I made.,66
I sent money to a person and they haven't received the payment yet.,66
I transferred some money but it is not here yet,66
I am worried that too much time has gone by for a transfer to be completed.,66
Can you tell me how long it takes for the transfer to be available.,67
There is an urgent transfer I need to make from China. How long will it take to process?,67
How long does it take in Europe to make a transfer?,67
When will my money be in my account?,67
How long does it take for the money to appear in my account?,67
How long will I have to wait for my money to be in my account?,67
Estimated arrival time for transfers?,67
When will my account receive the money?,67
"It's been 3 days, how long will my transfer take to arrive in my wallet?",67
what is the average wait for transfers,67
Why didn't the app verify my identity?,68
What do I do if I can't prove my identity?,68
My identity can't be verified.,68
Help me verify my identity?,68
I'm having problems with identity verification,68
It won't let me verify my identity.,68
This stupid system is not letting me prove my identity.,68
It won't let me prove my identity.,68
Why hasn't my ID been verified?,68
Why hasn't the app verified my identity?,68
"For identity verification, what do you need? ",69
What documentation is needed for identity verification?,69
How can I prove who I am?,69
Please tell me how I verify my identity.,69
What do I need for the identity check?,69
What do you demand for identity verification?,69
How can I prove I am me?,69
What do you require to verify someone's identity?,69
"If I'm getting my identity verified, what all do I need?",69
What are acceptable documents to prove my identity?,69
Where exactly does the money come from?,70
I need a verification of my source of funds.,70
Why do I need to verify my funds?,70
Where does my deposit come from for my source of funds?,70
How can I find out where my funds come from?,70
What information do I need to see my source of money?,70
I need to verify my funds.,70
Can you tell me where my funds come from?,70
where did my funds come from?,70
Where do my available funds come from?,70
What is the verification process for my card?,71
Why do I need to verify a recharge?,71
"I'm trying to verify my top-up card, how do I do it? 
""",71
Do I need to verify my top-up card?,71
How can I find the top-up verification code?,71
Explain to me how to verify the top-up card.,71
Where can I find the top up verification code?,71
I don't see the verification code for my card transfer.,71
I can't see a verification code anywhere,71
How do I authenticate my top-up?,71
Can I use my virtual card for recurring monthly payments?,72
My virtual card is not working.,72
My disposable virtual card is not working.,72
How can I get this damn virtual card to work?,72
"I tried to pay with my disposable virtual card earlier, but it was declined. What can I do to fix this? ",72
I can't get my virtual card to work.,72
Please help. My disposable virtual card is not working properly.,72
The virtual card is not working.,72
I can't get my virtual card to work.,72
This disposable virtual card is not working.,72
Do I have a choice between Visa and MasterCard?,73
Can both Visa and Mastercard be received from you?,73
Visa or Mastercard?,73
I am happy with Mastercard and I want to stick with this credit card.,73
Will you give me a Mastercard and a Visa?,73
I would like to apply for a Visa card.,73
I anticipate getting a Visa card,73
Does it matter what card I use,73
I need a Visa card,73
Will my card be a MasterCard or a Visa?,73
Can I make transactions before identity verification?,74
Why do you need to verify my identity?,74
Is there a way to bypass identity verification?,74
My identity has not been verified. Can I use my account?,74
Why should I have to prove my identity?,74
Is verifying my identity mandatory before I can use my account?,74
What is my identification used for?,74
What is the reason for the identity check,74
Is it really necessary to verify my Identity?,74
I refuse to verify my identity.,74
I didn't receive all the money I wanted at the ATM.,75
Why didn't I receive the correct amount of money?,75
Why did the ATM give me less money than I requested?,75
The cash withdrawal was incorrect at the ATM.,75
"HELP! I tried to get money and it gave me some, but not the right amount! ",75
"Why is my withdrawal incorrect? I withdrew $100, but I only received $20 ",75
Machines make mistakes too! The ATM gave me the wrong amount of money. Too much!,75
The ATM didn't give me enough money.,75
"I withdrew money from an ATM today, and now my account is showing a different amount than what I withdrew. I checked the amount the ATM gave me, and it looks like it gave me the wrong amount of money. What is the best thin for me to do to get this fixed?",75
I got $20 when I should've gotten $100,75
I withdrew cash and the exchange rate seems to be incorrect.,76
The exchange rate for my withdrawal was incorrect.,76
"When I received cash, the exchange rate applied was incorrect. ",76
Is it possible to use an ATM when I'm not in the country and make a withdrawal without any extra fees?,76
I received less cash due to the exchange rate.,76
You applied the wrong exchange rate while I was traveling outside the country.,76
I didn't get the right exchange rate for getting cash?,76
The exchange rate applied was incorrect when I was traveling outside the country.,76
My cash withdrawal has the wrong exchange rate.,76
you got the wrong exchange rate for my cash withdrawal,76
